store_id,cat_id,state_id,week_start,units,avg_price,snap_days,event_days,units_lag1,units_lag2,units_lag3,units_lag4,units_lag52
CA_1,FOODS,CA,2011-07-04,17459,3.1657722,7,1,15362.0,14629.0,14701.0,15466.0,
CA_1,FOODS,CA,2011-07-11,13994,3.1707006,0,0,17459.0,15362.0,14629.0,14701.0,
CA_1,FOODS,CA,2011-07-18,14476,3.186186,0,0,13994.0,17459.0,15362.0,14629.0,
CA_1,FOODS,CA,2011-07-25,13227,3.2049463,0,0,14476.0,13994.0,17459.0,15362.0,
CA_1,FOODS,CA,2011-08-01,15936,3.2262795,7,1,13227.0,14476.0,13994.0,17459.0,
CA_1,FOODS,CA,2011-08-08,16242,3.2148678,3,0,15936.0,13227.0,14476.0,13994.0,
CA_1,FOODS,CA,2011-08-15,15202,3.2059188,0,0,16242.0,15936.0,13227.0,14476.0,
CA_1,FOODS,CA,2011-08-22,13939,3.2092953,0,0,15202.0,16242.0,15936.0,13227.0,
CA_1,FOODS,CA,2011-08-29,14046,3.2127519,4,1,13939.0,15202.0,16242.0,15936.0,
CA_1,FOODS,CA,2011-09-05,16354,3.219812,6,1,14046.0,13939.0,15202.0,16242.0,
CA_1,FOODS,CA,2011-09-12,13717,3.2246823,0,0,16354.0,14046.0,13939.0,15202.0,
CA_1,FOODS,CA,2011-09-19,14976,3.2303376,0,0,13717.0,16354.0,14046.0,13939.0,
CA_1,FOODS,CA,2011-09-26,16356,3.2333734,2,0,14976.0,13717.0,16354.0,14046.0,
CA_1,FOODS,CA,2011-10-03,17878,3.2342105,7,0,16356.0,14976.0,13717.0,16354.0,
CA_1,FOODS,CA,2011-10-10,16929,3.2380185,1,1,17878.0,16356.0,14976.0,13717.0,
CA_1,FOODS,CA,2011-10-17,15894,3.245817,0,0,16929.0,17878.0,16356.0,14976.0,
CA_1,FOODS,CA,2011-10-24,15764,3.2611766,0,0,15894.0,16929.0,17878.0,16356.0,
CA_1,FOODS,CA,2011-10-31,17495,3.2672465,6,1,15764.0,15894.0,16929.0,17878.0,
CA_1,FOODS,CA,2011-11-07,18542,3.2725294,4,2,17495.0,15764.0,15894.0,16929.0,
CA_1,FOODS,CA,2011-11-14,16557,3.273051,0,0,18542.0,17495.0,15764.0,15894.0,
CA_1,FOODS,CA,2011-11-21,16584,3.273998,0,1,16557.0,18542.0,17495.0,15764.0,
CA_1,FOODS,CA,2011-11-28,16595,3.2727869,4,0,16584.0,16557.0,18542.0,17495.0,
CA_1,FOODS,CA,2011-12-05,18585,3.2684276,6,0,16595.0,16584.0,16557.0,18542.0,
CA_1,FOODS,CA,2011-12-12,18344,3.2674637,0,0,18585.0,16595.0,16584.0,16557.0,
CA_1,FOODS,CA,2011-12-19,16668,3.2700381,0,1,18344.0,18585.0,16595.0,16584.0,
CA_1,FOODS,CA,2011-12-26,17859,3.2675443,1,2,16668.0,18344.0,18585.0,16595.0,
CA_1,FOODS,CA,2012-01-02,20100,3.263036,7,1,17859.0,16668.0,18344.0,18585.0,
CA_1,FOODS,CA,2012-01-09,18166,3.25761,2,0,20100.0,17859.0,16668.0,18344.0,
CA_1,FOODS,CA,2012-01-16,18193,3.2605484,0,1,18166.0,20100.0,17859.0,16668.0,
CA_1,FOODS,CA,2012-01-23,16232,3.2610817,0,0,18193.0,18166.0,20100.0,17859.0,
CA_1,FOODS,CA,2012-01-30,20473,3.26469,5,1,16232.0,18193.0,18166.0,20100.0,18778.0
CA_1,FOODS,CA,2012-02-06,20608,3.2591863,5,0,20473.0,16232.0,18193.0,18166.0,17319.0
CA_1,FOODS,CA,2012-02-13,18056,3.2574127,0,1,20608.0,20473.0,16232.0,18193.0,15147.0
CA_1,FOODS,CA,2012-02-20,18255,3.2653573,0,2,18056.0,20608.0,20473.0,16232.0,14155.0
CA_1,FOODS,CA,2012-02-27,19494,3.2692933,4,1,18255.0,18056.0,20608.0,20473.0,16633.0
CA_1,FOODS,CA,2012-03-05,21836,3.2759264,6,1,19494.0,18255.0,18056.0,20608.0,16986.0
CA_1,FOODS,CA,2012-03-12,19059,3.2814777,0,1,21836.0,19494.0,18255.0,18056.0,14823.0
CA_1,FOODS,CA,2012-03-19,19541,3.283326,0,0,19059.0,21836.0,19494.0,18255.0,13752.0
CA_1,FOODS,CA,2012-03-26,19004,3.2871575,1,0,19541.0,19059.0,21836.0,19494.0,15512.0
CA_1,FOODS,CA,2012-04-02,23851,3.2859256,7,1,19004.0,19541.0,19059.0,21836.0,16854.0
CA_1,FOODS,CA,2012-04-09,21258,3.2886338,2,2,23851.0,19004.0,19541.0,19059.0,14427.0
CA_1,FOODS,CA,2012-04-16,19734,3.2935348,0,0,21258.0,23851.0,19004.0,19541.0,13974.0
CA_1,FOODS,CA,2012-04-23,18984,3.300812,0,0,19734.0,21258.0,23851.0,19004.0,12233.0
CA_1,FOODS,CA,2012-04-30,21579,3.3049731,6,1,18984.0,19734.0,21258.0,23851.0,14601.0
CA_1,FOODS,CA,2012-05-07,23781,3.3050141,4,1,21579.0,18984.0,19734.0,21258.0,15060.0
CA_1,FOODS,CA,2012-05-14,22447,3.3027515,0,0,23781.0,21579.0,18984.0,19734.0,12956.0
CA_1,FOODS,CA,2012-05-21,19964,3.2998312,0,0,22447.0,23781.0,21579.0,18984.0,12399.0
CA_1,FOODS,CA,2012-05-28,21563,3.2973182,3,1,19964.0,22447.0,23781.0,21579.0,14906.0
CA_1,FOODS,CA,2012-06-04,22607,3.2988951,7,0,21563.0,19964.0,22447.0,23781.0,15466.0
CA_1,FOODS,CA,2012-06-11,22873,3.2983327,0,2,22607.0,21563.0,19964.0,22447.0,14701.0
CA_1,FOODS,CA,2012-06-18,21158,3.3014243,0,1,22873.0,22607.0,21563.0,19964.0,14629.0
CA_1,FOODS,CA,2012-06-25,20834,3.3017159,1,0,21158.0,22873.0,22607.0,21563.0,15362.0
CA_1,FOODS,CA,2012-07-02,22731,3.305077,7,1,20834.0,21158.0,22873.0,22607.0,17459.0
CA_1,FOODS,CA,2012-07-09,21849,3.3030643,2,0,22731.0,20834.0,21158.0,22873.0,13994.0
CA_1,FOODS,CA,2012-07-16,20820,3.2945247,0,1,21849.0,22731.0,20834.0,21158.0,14476.0
CA_1,FOODS,CA,2012-07-23,18762,3.296926,0,0,20820.0,21849.0,22731.0,20834.0,13227.0
CA_1,FOODS,CA,2012-07-30,22270,3.2946296,5,0,18762.0,20820.0,21849.0,22731.0,15936.0
CA_1,FOODS,CA,2012-08-06,24186,3.290027,5,0,22270.0,18762.0,20820.0,21849.0,16242.0
CA_1,FOODS,CA,2012-08-13,23791,3.2867334,0,1,24186.0,22270.0,18762.0,20820.0,15202.0
CA_1,FOODS,CA,2012-08-20,20599,3.290871,0,0,23791.0,24186.0,22270.0,18762.0,13939.0
CA_1,FOODS,CA,2012-08-27,21074,3.293114,2,0,20599.0,23791.0,24186.0,22270.0,14046.0
CA_1,FOODS,CA,2012-09-03,22941,3.2976155,7,1,21074.0,20599.0,23791.0,24186.0,16354.0
CA_1,FOODS,CA,2012-09-10,20671,3.2993798,1,0,22941.0,21074.0,20599.0,23791.0,13717.0
CA_1,FOODS,CA,2012-09-17,19662,3.3041055,0,0,20671.0,22941.0,21074.0,20599.0,14976.0
CA_1,FOODS,CA,2012-09-24,18596,3.308973,0,0,19662.0,20671.0,22941.0,21074.0,16356.0
CA_1,FOODS,CA,2012-10-01,21821,3.312225,7,0,18596.0,19662.0,20671.0,22941.0,17878.0
CA_1,FOODS,CA,2012-10-08,19393,3.318453,3,1,21821.0,18596.0,19662.0,20671.0,16929.0
CA_1,FOODS,CA,2012-10-15,17060,3.3158174,0,0,19393.0,21821.0,18596.0,19662.0,15894.0
CA_1,FOODS,CA,2012-10-22,16958,3.3094764,0,1,17060.0,19393.0,21821.0,18596.0,15764.0
CA_1,FOODS,CA,2012-10-29,18450,3.3091836,4,1,16958.0,17060.0,19393.0,21821.0,17495.0
CA_1,FOODS,CA,2012-11-05,20197,3.3075528,6,1,18450.0,16958.0,17060.0,19393.0,18542.0
CA_1,FOODS,CA,2012-11-12,18081,3.3094523,0,0,20197.0,18450.0,16958.0,17060.0,16557.0
CA_1,FOODS,CA,2012-11-19,16448,3.3098845,0,1,18081.0,20197.0,18450.0,16958.0,16584.0
CA_1,FOODS,CA,2012-11-26,16606,3.3099248,2,0,16448.0,18081.0,20197.0,18450.0,16595.0
CA_1,FOODS,CA,2012-12-03,19775,3.310957,7,0,16606.0,16448.0,18081.0,20197.0,18585.0
CA_1,FOODS,CA,2012-12-10,18601,3.3092732,1,1,19775.0,16606.0,16448.0,18081.0,18344.0
CA_1,FOODS,CA,2012-12-17,19173,3.3059642,0,0,18601.0,19775.0,16606.0,16448.0,16668.0
CA_1,FOODS,CA,2012-12-24,15162,3.295541,0,1,19173.0,18601.0,19775.0,16606.0,17859.0
CA_1,FOODS,CA,2012-12-31,20022,3.2829783,6,1,15162.0,19173.0,18601.0,19775.0,20100.0
CA_1,FOODS,CA,2013-01-07,19839,3.2793686,4,1,20022.0,15162.0,19173.0,18601.0,18166.0
CA_1,FOODS,CA,2013-01-14,17749,3.2768006,0,0,19839.0,20022.0,15162.0,19173.0,18193.0
CA_1,FOODS,CA,2013-01-21,16796,3.2819335,0,1,17749.0,19839.0,20022.0,15162.0,16232.0
CA_1,FOODS,CA,2013-01-28,18490,3.2988148,3,1,16796.0,17749.0,19839.0,20022.0,20473.0
CA_1,FOODS,CA,2013-02-04,19852,3.301051,7,0,18490.0,16796.0,17749.0,19839.0,20608.0
CA_1,FOODS,CA,2013-02-11,19033,3.2894447,0,2,19852.0,18490.0,16796.0,17749.0,18056.0
CA_1,FOODS,CA,2013-02-18,18402,3.2782114,0,3,19033.0,19852.0,18490.0,16796.0,18255.0
CA_1,FOODS,CA,2013-02-25,18813,3.2726886,3,0,18402.0,19033.0,19852.0,18490.0,19494.0
CA_1,FOODS,CA,2013-03-04,19842,3.277109,7,0,18813.0,18402.0,19033.0,19852.0,21836.0
CA_1,FOODS,CA,2013-03-11,18244,3.282912,0,1,19842.0,18813.0,18402.0,19033.0,19059.0
CA_1,FOODS,CA,2013-03-18,17686,3.2776618,0,0,18244.0,19842.0,18813.0,18402.0,19541.0
CA_1,FOODS,CA,2013-03-25,20161,3.2714317,0,1,17686.0,18244.0,19842.0,18813.0,19004.0
CA_1,FOODS,CA,2013-04-01,20510,3.2640254,7,1,20161.0,17686.0,18244.0,19842.0,23851.0
CA_1,FOODS,CA,2013-04-08,19339,3.2630458,3,0,20510.0,20161.0,17686.0,18244.0,21258.0
CA_1,FOODS,CA,2013-04-15,17816,3.2604039,0,0,19339.0,20510.0,20161.0,17686.0,19734.0
CA_1,FOODS,CA,2013-04-22,17512,3.2622051,0,0,17816.0,19339.0,20510.0,20161.0,18984.0
CA_1,FOODS,CA,2013-04-29,20635,3.2629375,5,1,17512.0,17816.0,19339.0,20510.0,21579.0
CA_1,FOODS,CA,2013-05-06,21248,3.2615306,5,1,20635.0,17512.0,17816.0,19339.0,23781.0
CA_1,FOODS,CA,2013-05-13,19630,3.2584324,0,0,21248.0,20635.0,17512.0,17816.0,22447.0
CA_1,FOODS,CA,2013-05-20,19011,3.2520924,0,0,19630.0,21248.0,20635.0,17512.0,19964.0
CA_1,FOODS,CA,2013-05-27,20649,3.2526417,2,1,19011.0,19630.0,21248.0,20635.0,21563.0
CA_1,FOODS,CA,2013-06-03,22177,3.254988,7,1,20649.0,19011.0,19630.0,21248.0,22607.0
CA_1,FOODS,CA,2013-06-10,22167,3.2558804,1,1,22177.0,20649.0,19011.0,19630.0,22873.0
CA_1,FOODS,CA,2013-06-17,20831,3.2562668,0,1,22167.0,22177.0,20649.0,19011.0,21158.0
CA_1,FOODS,CA,2013-06-24,22007,3.256758,0,0,20831.0,22167.0,22177.0,20649.0,20834.0
CA_1,FOODS,CA,2013-07-01,26189,3.2563596,7,1,22007.0,20831.0,22167.0,22177.0,22731.0
CA_1,FOODS,CA,2013-07-08,23628,3.2575912,3,1,26189.0,22007.0,20831.0,22167.0,21849.0
CA_1,FOODS,CA,2013-07-15,22073,3.2588577,0,0,23628.0,26189.0,22007.0,20831.0,20820.0
CA_1,FOODS,CA,2013-07-22,20700,3.2590446,0,0,22073.0,23628.0,26189.0,22007.0,18762.0
CA_1,FOODS,CA,2013-07-29,22869,3.259451,4,0,20700.0,22073.0,23628.0,26189.0,22270.0
CA_1,FOODS,CA,2013-08-05,25691,3.255637,6,1,22869.0,20700.0,22073.0,23628.0,24186.0
CA_1,FOODS,CA,2013-08-12,23882,3.2540927,0,0,25691.0,22869.0,20700.0,22073.0,23791.0
CA_1,FOODS,CA,2013-08-19,23369,3.2515903,0,0,23882.0,25691.0,22869.0,20700.0,20599.0
CA_1,FOODS,CA,2013-08-26,23318,3.2504895,1,0,23369.0,23882.0,25691.0,22869.0,21074.0
CA_1,FOODS,CA,2013-09-02,26584,3.2523425,7,1,23318.0,23369.0,23882.0,25691.0,22941.0
CA_1,FOODS,CA,2013-09-09,23216,3.2515647,2,0,26584.0,23318.0,23369.0,23882.0,20671.0
CA_1,FOODS,CA,2013-09-16,22827,3.246849,0,0,23216.0,26584.0,23318.0,23369.0,19662.0
CA_1,FOODS,CA,2013-09-23,21540,3.2478292,0,0,22827.0,23216.0,26584.0,23318.0,18596.0
CA_1,FOODS,CA,2013-09-30,22640,3.2491663,6,0,21540.0,22827.0,23216.0,26584.0,21821.0
CA_1,FOODS,CA,2013-10-07,23152,3.2533214,4,0,22640.0,21540.0,22827.0,23216.0,19393.0
CA_1,FOODS,CA,2013-10-14,20582,3.2554638,0,2,23152.0,22640.0,21540.0,22827.0,17060.0
CA_1,FOODS,CA,2013-10-21,19777,3.2540436,0,0,20582.0,23152.0,22640.0,21540.0,16958.0
CA_1,FOODS,CA,2013-10-28,20936,3.2533796,3,1,19777.0,20582.0,23152.0,22640.0,18450.0
CA_1,FOODS,CA,2013-11-04,21316,3.2519867,7,0,20936.0,19777.0,20582.0,23152.0,20197.0
CA_1,FOODS,CA,2013-11-11,19786,3.2480004,0,1,21316.0,20936.0,19777.0,20582.0,18081.0
CA_1,FOODS,CA,2013-11-18,19104,3.2463129,0,0,19786.0,21316.0,20936.0,19777.0,16448.0
CA_1,FOODS,CA,2013-11-25,18206,3.2482438,1,1,19104.0,19786.0,21316.0,20936.0,16606.0
CA_1,FOODS,CA,2013-12-02,22805,3.2476017,7,1,18206.0,19104.0,19786.0,21316.0,19775.0
CA_1,FOODS,CA,2013-12-09,20954,3.24743,2,0,22805.0,18206.0,19104.0,19786.0,18601.0
CA_1,FOODS,CA,2013-12-16,20512,3.2465012,0,0,20954.0,22805.0,18206.0,19104.0,19173.0
CA_1,FOODS,CA,2013-12-23,17710,3.2471697,0,1,20512.0,20954.0,22805.0,18206.0,15162.0
CA_1,FOODS,CA,2013-12-30,22516,3.2452512,5,1,17710.0,20512.0,20954.0,22805.0,20022.0
CA_1,FOODS,CA,2014-01-06,21908,3.2437398,5,1,22516.0,17710.0,20512.0,20954.0,19839.0
CA_1,FOODS,CA,2014-01-13,19920,3.2425537,0,0,21908.0,22516.0,17710.0,20512.0,17749.0
CA_1,FOODS,CA,2014-01-20,18909,3.2379842,0,1,19920.0,21908.0,22516.0,17710.0,16796.0
CA_1,FOODS,CA,2014-01-27,19450,3.2324526,2,1,18909.0,19920.0,21908.0,22516.0,18490.0
CA_1,FOODS,CA,2014-02-03,21505,3.2313294,7,0,19450.0,18909.0,19920.0,21908.0,19852.0
CA_1,FOODS,CA,2014-02-10,19999,3.2348015,1,1,21505.0,19450.0,18909.0,19920.0,19033.0
CA_1,FOODS,CA,2014-02-17,18386,3.237837,0,1,19999.0,21505.0,19450.0,18909.0,18402.0
CA_1,FOODS,CA,2014-02-24,18640,3.2440224,2,0,18386.0,19999.0,21505.0,19450.0,18813.0
CA_1,FOODS,CA,2014-03-03,19756,3.2447896,7,1,18640.0,18386.0,19999.0,21505.0,19842.0
CA_1,FOODS,CA,2014-03-10,20910,3.2432191,1,2,19756.0,18640.0,18386.0,19999.0,18244.0
CA_1,FOODS,CA,2014-03-17,19546,3.2436085,0,1,20910.0,19756.0,18640.0,18386.0,17686.0
CA_1,FOODS,CA,2014-03-24,19862,3.2413661,0,0,19546.0,20910.0,19756.0,18640.0,20161.0
CA_1,FOODS,CA,2014-03-31,22486,3.241428,6,0,19862.0,19546.0,20910.0,19756.0,20510.0
CA_1,FOODS,CA,2014-04-07,22680,3.2415502,4,0,22486.0,19862.0,19546.0,20910.0,19339.0
CA_1,FOODS,CA,2014-04-14,23238,3.2383215,0,1,22680.0,22486.0,19862.0,19546.0,17816.0
CA_1,FOODS,CA,2014-04-21,20526,3.2321665,0,1,23238.0,22680.0,22486.0,19862.0,17512.0
CA_1,FOODS,CA,2014-04-28,22490,3.232198,4,0,20526.0,23238.0,22680.0,22486.0,20635.0
CA_1,FOODS,CA,2014-05-05,20714,3.2339709,6,2,22490.0,20526.0,23238.0,22680.0,21248.0
CA_1,FOODS,CA,2014-05-12,21699,3.2374096,0,0,20714.0,22490.0,20526.0,23238.0,19630.0
CA_1,FOODS,CA,2014-05-19,18708,3.234935,0,0,21699.0,20714.0,22490.0,20526.0,19011.0
CA_1,FOODS,CA,2014-05-26,20144,3.2331727,1,1,18708.0,21699.0,20714.0,22490.0,20649.0
CA_1,FOODS,CA,2014-06-02,22018,3.2386415,7,1,20144.0,18708.0,21699.0,20714.0,22177.0
CA_1,FOODS,CA,2014-06-09,22285,3.2438302,2,1,22018.0,20144.0,18708.0,21699.0,22167.0
CA_1,FOODS,CA,2014-06-16,21161,3.2500536,0,0,22285.0,22018.0,20144.0,18708.0,20831.0
CA_1,FOODS,CA,2014-06-23,19995,3.2640908,0,1,21161.0,22285.0,22018.0,20144.0,22007.0
CA_1,FOODS,CA,2014-06-30,23823,3.2744315,6,1,19995.0,21161.0,22285.0,22018.0,26189.0
CA_1,FOODS,CA,2014-07-07,23478,3.2804887,4,0,23823.0,19995.0,21161.0,22285.0,23628.0
CA_1,FOODS,CA,2014-07-14,21880,3.282811,0,0,23478.0,23823.0,19995.0,21161.0,22073.0
CA_1,FOODS,CA,2014-07-21,20656,3.281313,0,0,21880.0,23478.0,23823.0,19995.0,20700.0
CA_1,FOODS,CA,2014-07-28,23245,3.2796855,3,1,20656.0,21880.0,23478.0,23823.0,22869.0
CA_1,FOODS,CA,2014-08-04,24204,3.27986,7,0,23245.0,20656.0,21880.0,23478.0,25691.0
CA_1,FOODS,CA,2014-08-11,22647,3.2808137,0,0,24204.0,23245.0,20656.0,21880.0,23882.0
CA_1,FOODS,CA,2014-08-18,22349,3.279141,0,0,22647.0,24204.0,23245.0,20656.0,23369.0
CA_1,FOODS,CA,2014-08-25,20278,3.281143,0,0,22349.0,22647.0,24204.0,23245.0,23318.0
CA_1,FOODS,CA,2014-09-01,23582,3.2829645,7,1,20278.0,22349.0,22647.0,24204.0,26584.0
CA_1,FOODS,CA,2014-09-08,21903,3.2875588,3,0,23582.0,20278.0,22349.0,22647.0,23216.0
CA_1,FOODS,CA,2014-09-15,20408,3.2883675,0,0,21903.0,23582.0,20278.0,22349.0,22827.0
CA_1,FOODS,CA,2014-09-22,20650,3.28816,0,0,20408.0,21903.0,23582.0,20278.0,21540.0
CA_1,FOODS,CA,2014-09-29,23118,3.2830925,5,1,20650.0,20408.0,21903.0,23582.0,22640.0
CA_1,FOODS,CA,2014-10-06,23489,3.2864163,5,0,23118.0,20650.0,20408.0,21903.0,23152.0
CA_1,FOODS,CA,2014-10-13,21356,3.2984746,0,1,23489.0,23118.0,20650.0,20408.0,20582.0
CA_1,FOODS,CA,2014-10-20,20206,3.3004353,0,0,21356.0,23489.0,23118.0,20650.0,19777.0
CA_1,FOODS,CA,2014-10-27,21542,3.3004234,2,1,20206.0,21356.0,23489.0,23118.0,20936.0
CA_1,FOODS,CA,2014-11-03,22619,3.3024333,7,0,21542.0,20206.0,21356.0,23489.0,21316.0
CA_1,FOODS,CA,2014-11-10,21094,3.3060424,1,1,22619.0,21542.0,20206.0,21356.0,19786.0
CA_1,FOODS,CA,2014-11-17,19737,3.307221,0,0,21094.0,22619.0,21542.0,20206.0,19104.0
CA_1,FOODS,CA,2014-11-24,19853,3.3095396,0,1,19737.0,21094.0,22619.0,21542.0,18206.0
CA_1,FOODS,CA,2014-12-01,20511,3.3106186,7,0,19853.0,19737.0,21094.0,22619.0,22805.0
CA_1,FOODS,CA,2014-12-08,20318,3.3111317,3,0,20511.0,19853.0,19737.0,21094.0,20954.0
CA_1,FOODS,CA,2014-12-15,20442,3.3100073,0,0,20318.0,20511.0,19853.0,19737.0,20512.0
CA_1,FOODS,CA,2014-12-22,17316,3.308313,0,2,20442.0,20318.0,20511.0,19853.0,17710.0
CA_1,FOODS,CA,2014-12-29,21052,3.3088782,4,1,17316.0,20442.0,20318.0,20511.0,22516.0
CA_1,FOODS,CA,2015-01-05,21796,3.3106694,6,1,21052.0,17316.0,20442.0,20318.0,21908.0
CA_1,FOODS,CA,2015-01-12,19455,3.3113544,0,0,21796.0,21052.0,17316.0,20442.0,19920.0
CA_1,FOODS,CA,2015-01-19,19634,3.3084798,0,1,19455.0,21796.0,21052.0,17316.0,18909.0
CA_1,FOODS,CA,2015-01-26,19113,3.3091514,1,1,19634.0,19455.0,21796.0,21052.0,19450.0
CA_1,FOODS,CA,2015-02-02,21680,3.3179414,7,0,19113.0,19634.0,19455.0,21796.0,21505.0
CA_1,FOODS,CA,2015-02-09,21008,3.325119,2,1,21680.0,19113.0,19634.0,19455.0,19999.0
CA_1,FOODS,CA,2015-02-16,18431,3.3266528,0,2,21008.0,21680.0,19113.0,19634.0,18386.0
CA_1,FOODS,CA,2015-02-23,17871,3.3282263,1,1,18431.0,21008.0,21680.0,19113.0,18640.0
CA_1,FOODS,CA,2015-03-02,20246,3.3335114,7,1,17871.0,18431.0,21008.0,21680.0,19756.0
CA_1,FOODS,CA,2015-03-09,19867,3.3404663,2,0,20246.0,17871.0,18431.0,21008.0,20910.0
CA_1,FOODS,CA,2015-03-16,19079,3.3456073,0,1,19867.0,20246.0,17871.0,18431.0,19546.0
CA_1,FOODS,CA,2015-03-23,18810,3.3440366,0,0,19079.0,19867.0,20246.0,17871.0,19862.0
CA_1,FOODS,CA,2015-03-30,23276,3.3381984,5,1,18810.0,19079.0,19867.0,20246.0,22486.0
CA_1,FOODS,CA,2015-04-06,21276,3.3377564,5,2,23276.0,18810.0,19079.0,19867.0,22680.0
CA_1,FOODS,CA,2015-04-13,20487,3.340213,0,0,21276.0,23276.0,18810.0,19079.0,23238.0
CA_1,FOODS,CA,2015-04-20,20338,3.3403091,0,0,20487.0,21276.0,23276.0,18810.0,20526.0
CA_1,FOODS,CA,2015-04-27,21823,3.3396647,3,0,20338.0,20487.0,21276.0,23276.0,22490.0
CA_1,FOODS,CA,2015-05-04,22432,3.340254,7,2,21823.0,20338.0,20487.0,21276.0,20714.0
CA_1,FOODS,CA,2015-05-11,20771,3.3414974,0,0,22432.0,21823.0,20338.0,20487.0,21699.0
CA_1,FOODS,CA,2015-05-18,19819,3.3406217,0,0,20771.0,22432.0,21823.0,20338.0,18708.0
CA_1,FOODS,CA,2015-05-25,20082,3.3417003,0,1,19819.0,20771.0,22432.0,21823.0,20144.0
CA_1,FOODS,CA,2015-06-01,22056,3.3435178,7,1,20082.0,19819.0,20771.0,22432.0,22018.0
CA_1,FOODS,CA,2015-06-08,22400,3.3458083,3,0,22056.0,20082.0,19819.0,20771.0,22285.0
CA_1,FOODS,CA,2015-06-15,20860,3.3490431,0,3,22400.0,22056.0,20082.0,19819.0,21161.0
CA_1,FOODS,CA,2015-06-22,20789,3.3507526,0,0,20860.0,22400.0,22056.0,20082.0,19995.0
CA_1,FOODS,CA,2015-06-29,21916,3.348725,5,1,20789.0,20860.0,22400.0,22056.0,23823.0
CA_1,FOODS,CA,2015-07-06,22636,3.3485944,5,0,21916.0,20789.0,20860.0,22400.0,23478.0
CA_1,FOODS,CA,2015-07-13,20187,3.348379,0,1,22636.0,21916.0,20789.0,20860.0,21880.0
CA_1,FOODS,CA,2015-07-20,19613,3.3460538,0,0,20187.0,22636.0,21916.0,20789.0,20656.0
CA_1,FOODS,CA,2015-07-27,22001,3.3424413,2,0,19613.0,20187.0,22636.0,21916.0,23245.0
CA_1,FOODS,CA,2015-08-03,23323,3.3426163,7,0,22001.0,19613.0,20187.0,22636.0,24204.0
CA_1,FOODS,CA,2015-08-10,21123,3.3441107,1,0,23323.0,22001.0,19613.0,20187.0,22647.0
CA_1,FOODS,CA,2015-08-17,20338,3.3440578,0,0,21123.0,23323.0,22001.0,19613.0,22349.0
CA_1,FOODS,CA,2015-08-24,18806,3.343058,0,0,20338.0,21123.0,23323.0,22001.0,20278.0
CA_1,FOODS,CA,2015-08-31,20932,3.3431592,6,0,18806.0,20338.0,21123.0,23323.0,23582.0
CA_1,FOODS,CA,2015-09-07,22076,3.3434548,4,1,20932.0,18806.0,20338.0,21123.0,21903.0
CA_1,FOODS,CA,2015-09-14,20561,3.3445244,0,0,22076.0,20932.0,18806.0,20338.0,20408.0
CA_1,FOODS,CA,2015-09-21,20361,3.3448558,0,1,20561.0,22076.0,20932.0,18806.0,20650.0
CA_1,FOODS,CA,2015-09-28,21562,3.3445094,4,0,20361.0,20561.0,22076.0,20932.0,23118.0
